,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
11,2016-01-12,1003.7294990077816,-421.8934144141724,2398.7984652592704,1003.7294990077816,1003.7294990077816,5.610550199341573,5.610550199341573,5.610550199341573,-4.365338354125681,-4.365338354125681,-4.365338354125681,9.975888553467254,9.975888553467254,9.975888553467254,0.0,0.0,0.0,1009.3400492071231
12,2016-01-13,999.6545435889436,-481.93509962413634,2407.6010953948985,999.6545435889436,999.6545435889436,-9.671026083152306,-9.671026083152306,-9.671026083152306,1.1556028479695526,1.1556028479695526,1.1556028479695526,-10.826628931121858,-10.826628931121858,-10.826628931121858,0.0,0.0,0.0,989.9835175057913
13,2016-01-14,995.5795881701055,-436.3571230793822,2371.4928653783595,995.5795881701055,995.5795881701055,-51.033367427198115,-51.033367427198115,-51.033367427198115,-18.461655995175043,-18.461655995175043,-18.461655995175043,-32.571711432023065,-32.571711432023065,-32.571711432023065,0.0,0.0,0.0,944.5462207429074
14,2016-01-15,991.5046327512675,-551.4709613771165,2438.0629557342877,991.5046327512675,991.5046327512675,-59.14636874841219,-59.14636874841219,-59.14636874841219,-3.4202232498785676,-3.4202232498785676,-3.4202232498785676,-55.72614549853362,-55.72614549853362,-55.72614549853362,0.0,0.0,0.0,932.3582640028553
15,2016-01-16,987.4296773324295,-463.11048517276373,2216.561519460055,987.4296773324295,987.4296773324295,-65.44994603012616,-65.44994603012616,-65.44994603012616,15.25003123019383,15.25003123019383,15.25003123019383,-80.69997726031998,-80.69997726031998,-80.69997726031998,0.0,0.0,0.0,921.9797313023033
16,2016-01-17,983.3547219135913,-702.1518981224627,2344.041755570986,983.3547219135913,983.3547219135913,-116.70209827161545,-116.70209827161545,-116.70209827161545,-8.873526080144376,-8.873526080144376,-8.873526080144376,-107.8285721914711,-107.8285721914711,-107.8285721914711,0.0,0.0,0.0,866.6526236419759
17,2016-01-18,979.2797664947534,-550.032051665051,2152.0061701909895,979.2797664947534,979.2797664947534,-118.64203740396127,-118.64203740396127,-118.64203740396127,18.71510960121242,18.71510960121242,18.71510960121242,-137.3571470051737,-137.3571470051737,-137.3571470051737,0.0,0.0,0.0,860.6377290907922
18,2016-01-19,975.2048110759154,-612.8922052289371,2350.2070206588814,975.2048110759154,975.2048110759154,-173.7935874643922,-173.7935874643922,-173.7935874643922,-4.365338354093276,-4.365338354093276,-4.365338354093276,-169.4282491102989,-169.4282491102989,-169.4282491102989,0.0,0.0,0.0,801.4112236115232
19,2016-01-20,971.1298556570774,-654.5846694394918,2160.452318587056,971.1298556570774,971.1298556570774,-202.91696953728209,-202.91696953728209,-202.91696953728209,1.15560284797568,1.15560284797568,1.15560284797568,-204.07257238525779,-204.07257238525779,-204.07257238525779,0.0,0.0,0.0,768.2128861197954
20,2016-01-21,967.0549002382393,-748.9705712890388,2171.048944306678,967.0549002382393,967.0549002382393,-259.66505633966347,-259.66505633966347,-259.66505633966347,-18.461655995242122,-18.461655995242122,-18.461655995242122,-241.20340034442137,-241.20340034442137,-241.20340034442137,0.0,0.0,0.0,707.3898438985758
21,2016-01-22,962.9799448194013,-814.6281208325489,2110.5064938831742,962.9799448194013,962.9799448194013,-284.03508510870427,-284.03508510870427,-284.03508510870427,-3.420223249887592,-3.420223249887592,-3.420223249887592,-280.6148618588167,-280.6148618588167,-280.6148618588167,0.0,0.0,0.0,678.9448597106971
22,2016-01-23,958.9049894005633,-734.1573798290018,2163.6373522581794,958.9049894005633,958.9049894005633,-306.73404220460884,-306.73404220460884,-306.73404220460884,15.250031230133839,15.250031230133839,15.250031230133839,-321.9840734347427,-321.9840734347427,-321.9840734347427,0.0,0.0,0.0,652.1709471959545
23,2016-01-24,954.8300339817254,-948.8264926988214,2008.9214568585314,954.8300339817254,954.8300339817254,-373.75065487455197,-373.75065487455197,-373.75065487455197,-8.873526080156907,-8.873526080156907,-8.873526080156907,-364.8771287943951,-364.8771287943951,-364.8771287943951,0.0,0.0,0.0,581.0793791071734
24,2016-01-25,950.7550785628872,-764.697102238115,1946.1429780066742,950.7550785628872,950.7550785628872,-390.0436747325094,-390.0436747325094,-390.0436747325094,18.71510960120753,18.71510960120753,18.71510960120753,-408.75878433371696,-408.75878433371696,-408.75878433371696,0.0,0.0,0.0,560.7114038303778
25,2016-01-26,946.6801231440492,-891.1382706809557,1829.1139417289648,946.6801231440492,946.6801231440492,-457.3709194741892,-457.3709194741892,-457.3709194741892,-4.365338354089868,-4.365338354089868,-4.365338354089868,-453.00558112009935,-453.00558112009935,-453.00558112009935,0.0,0.0,0.0,489.30920366986
26,2016-01-27,942.6051677252112,-987.3930155200837,1842.41056552951,942.6051677252112,942.6051677252112,-495.76644061184896,-495.76644061184896,-495.76644061184896,1.155602848018549,1.155602848018549,1.155602848018549,-496.9220434598675,-496.9220434598675,-496.9220434598675,0.0,0.0,0.0,446.83872711336227
27,2016-01-28,938.5302123063731,-959.2751617739672,1838.745776934852,938.5302123063731,938.5302123063731,-558.2211595546537,-558.2211595546537,-558.2211595546537,-18.461655995217278,-18.461655995217278,-18.461655995217278,-539.7595035594364,-539.7595035594364,-539.7595035594364,0.0,0.0,0.0,380.3090527517194
